ID_ESTADO,NOMBRE ESTADO,DISTRITO LOCAL,CLAVE MUNICIPIO,MUNICIPIO,SECCION,PAN,PRI,PRD,PT,PVEM,MC,MORENA,VOTOS VALIDOS,VOTOS NULOS,TOTAL VOTOS,LISTA NOMINAL
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,69,2,72,47,4,10,14,234,398,9,407,923
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,70,3,103,36,3,4,17,354,536,9,545,1086
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,71,6,118,17,5,6,20,321,509,30,539,1052
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,72,6,143,19,5,5,15,400,611,10,621,1155
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,73,8,125,17,1,5,14,290,486,9,496,863
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,74,3,138,19,4,3,16,245,442,16,458,848
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,75,1,97,6,0,2,13,232,367,5,372,749
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,82,2,94,10,2,0,7,17,139,4,143,447
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,83,2,111,8,1,5,5,184,325,2,327,629
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,85,2,96,13,0,1,6,176,304,3,308,596
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,86,6,112,13,3,4,18,264,436,7,444,946
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,87,4,100,5,0,1,6,215,350,5,355,665
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,88,7,64,8,3,1,10,130,233,6,239,422
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,89,5,144,23,2,2,21,384,602,14,616,1178
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,90,7,105,15,5,3,22,241,410,5,415,822
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,91,3,102,9,5,2,14,260,422,13,435,792
12,GUERRERO,4,1,ACAPULCO DE JUAREZ,92,3,98,11,3,7,9,167,316,15,331,724
